key,code,title,crn,no,total,schd,stat,isCancelled,meets,mpkey,instr,srcdb
1613,HIST 361,History of Brazil,11338,01,1,H,A,,TTh 11:35a-12:50p,2021,S. Schwartz,201803
1614,HIST 367J,"Bureaucracy in Africa: Revolution, Genocide, and Apartheid",13683,01,1,L,A,,Th 1:30-3:20p,2095,J. Steinberg,201803
1615,HIST 368J,Nelson Mandela,13678,01,1,L,A,,W 3:30-5:20p,2076,J. Steinberg,201803
1616,HIST 372J,Revolutionary Change and Cold War in Latin America,11340,01,1,L,A,,T 1:30-3:20p,2067,G. Joseph,201803
1617,HIST 373J,Islam in Modern South Asia,13788,01,1,L,A,,M 1:30-3:20p,2058,Staff,201803
1618,HIST 375J,Comparative Nationalism in North Africa and the Middle East,14270,01,1,L,A,,T 9:25-11:15a,2072,J. Wyrtzen,201803
1619,HIST 378,"Islam, Conquest, and Conversion",12535,01,1,L,A,,T 3:30-5:20p,2063,T. Zadeh,201803
1620,HIST 378J,"Islam, Conquest, and Conversion",12536,01,1,L,A,,T 3:30-5:20p,2063,T. Zadeh,201803
1621,HIST 382J,Vietnamese History from Earliest Times to 1920,11343,01,1,L,A,,W 3:30-5:20p,2076,B. Kiernan,201803
1622,HIST 383J,Medicine and Race in the Slave Trade,11295,01,1,L,A,,W 3:30-5:20p,2076,C. Roberts,201803
1623,HIST 387J,West African Islam: Jihad Tradition and Its Pacifist Opponents,11344,01,1,L,A,,W 3:30-5:20p,2076,Staff,201803
1624,HIST 388J,Slavery and the Slave Trade in Africa,14030,01,1,L,A,,W 1:30-3:20p,2042,R. Harms,201803
1625,HIST 403J,Vaccination in Historical Perspective,13855,01,1,L,A,,Th 9:25-11:15a,2091,J. Schwartz,201803
1626,HIST 414J,Engineering the Modern Body,11286,01,1,L,A,,M 1:30-3:20p,2058,R. Elder,201803
1627,HIST 459J,Climate Change and the Humanities,13195,01,1,L,A,,MW 11:35a-12:50p,2052,K. Lindskog,201803
1628,HIST 479,Sickness and Health in African American History,13371,01,1,H,A,,MW 1:30-2:20p,2059,C. Roberts,201803
1629,HIST 479J,"Disability, Science, and Society",11297,01,1,L,A,,T 1:30-3:20p,2067,R. Elder,201803
1630,HIST 483J,Studies in Grand Strategy II,11346,01,1,L,A,,M 3:30-5:20p,2099,B. Gage,201803
1631,HIST 494,Individual Writing Tutorial,11348,01,1,F,A,,HTBA,1,E. Rugemer,201803
1632,HIST 495,The Senior Essay,11349,01,1,Y,A,,HTBA,1,C. Dean,201803
1633,HIST 496,The Senior Essay,11350,01,1,Y,A,,HTBA,1,C. Dean,201803
1634,HIST 497,One-Term Senior Essay,11351,01,1,Y,A,,HTBA,1,C. Dean,201803
1679,HLTH 081,Current Issues in Medicine and Public Health,13921,01,1,L,A,,TTh 1-2:15p,2035,R. Bazell,201803
1680,HLTH 155,"Biology of Malaria, Lyme, and Other Vector-Borne Diseases",11689,01,1,L,A,,MW 1-2:15p,2030,A. Belperron,201803
1681,HLTH 170,Media and Medicine in Modern America,11282,01,1,H,A,,MW 10:30-11:20a,2022,Warner/Berland,201803
1682,HLTH 250,Evolution and Medicine,10844,01,1,L,A,,TTh 11:35a-12:50p,2021,S. Stearns,201803
1683,HLTH 325,Methods and Ethics in Global Health Research,14308,01,1,L,A,,HTBA,1,L. Curry,201803
1684,HLTH 490,Global Health Research Colloquium,14307,01,1,L,A,,HTBA,1,Staff,201803
1685,HMRT 400,Advanced Human Rights Colloquium,11865,01,1,L,A,,HTBA,1,Staff,201803
1686,HNDI 110,Elementary Hindi I,12034,01,2,H,A,,MTWThF 10:30-11:20a,2024,Khurana/Sharma,201803
1687,HNDI 110,Elementary Hindi I,12035,02,2,H,A,,MTWThF 1:30-2:20p,2104,Sharma/Khurana,201803
1688,HNDI 130,Intermediate Hindi I,12036,01,1,H,A,,MTWThF 11:35a-12:25p,2023,Sharma/Khurana,201803
1689,HNDI 132,Accelerated Hindi I,12037,01,1,H,A,,TTh 4-5:15p,2074,S. Sharma,201803
1690,HNDI 150,Advanced Hindi,12038,01,1,H,A,,TTh 4-5:15p,2074,S. Khurana,201803
1710,HSAR 007,Art and Science,11377,01,1,L,A,,MW 2:30-3:45p,2031,C. Armstrong,201803
1711,HSAR 015,Ten Indian Objects,11378,01,1,L,A,,MW 1-2:15p,2030,S. Kaligotla,201803
1712,HSAR 112,Introduction to the History of Art: Prehistory to the Renaissance,11379,01,1,H,A,,TTh 1:30-2:20p,2089,J. Jung,201803
1713,HSAR 200,Art and Architecture of Mesoamerica,13856,01,1,H,A,,MW 9:25-10:15a,2103,A. Turner,201803
1714,HSAR 213,American Photojournalism,11380,01,1,H,A,,TTh 11:35a-12:25p,2094,J. Raab,201803
1715,HSAR 214,The Material Culture of the Colonial Americas,13858,01,1,H,A,,TTh 10:30-11:20a,2019,E. Cooke,201803
1716,HSAR 221,"Russian and Soviet Art, 1757 to the Present",12098,01,1,H,A,,TTh 1:30-2:20p,2089,M. Brunson,201803
1717,HSAR 237,Ancient Painting and Mosaics,11381,01,1,H,A,,W 1:30-3:20p,2042,K. Foster,201803
1718,HSAR 247,Art and Myth in Greek Antiquity,13315,01,1,H,A,,TTh 10:30-11:20a,2019,M. Gaifman,201803
1719,HSAR 252,Roman Architecture,11385,01,1,H,A,,TTh 9-10:15a,2033,D. Kleiner,201803
1720,HSAR 266,Introduction to Islamic Architecture,11388,01,1,H,A,,MW 10:30-11:20a,2022,K. Rizvi,201803
1721,HSAR 267,Exile and Afterlives of Byzantium,13966,01,1,H,A,,MW 1:30-2:20p,2059,Staff,201803
1722,HSAR 280,Ekphrasis,11143,01,1,L,A,,M 1:30-3:20p,2058,T. Connolly,201803
1723,HSAR 283,"Leonardo, Michelangelo, Raphael",14298,01,1,H,A,,MW 11:35a-12:25p,2029,N. Suthor,201803
1724,HSAR 326,History of Architecture I: Antiquity to the Baroque,10520,01,1,H,A,,TTh 10:30-11:20a,2019,K. Dugdale,201803
1725,HSAR 401,Critical Approaches to Art History,11392,01,1,L,A,,Th 9:25-11:15a,2091,C. Buckley,201803
1726,HSAR 410,Humbugs and Visionaries: American Artists and Writers Before the Civil War,13749,01,1,L,A,,Th 1:30-3:20p,2095,B. Wolf,201803
1727,HSAR 414,Visual Storytelling in South Asia,11393,01,1,L,A,,Th 2:30-4:20p,2062,S. Kaligotla,201803
1728,HSAR 415,Aztec Art & Architecture,11394,01,1,L,A,,M 1:30-3:20p,2058,B. Mundy,201803
1729,HSAR 419,Art and Cognition in the Pre-Modern World,13968,01,1,L,A,,F 1:30-3:20p,2100,Staff,201803
1730,HSAR 422,Neoclassicism,13864,01,1,L,A,,Th 1:30-3:20p,2095,Staff,201803
1731,HSAR 431,Portraiture and Selfhood in the Renaissance,11395,01,1,L,A,,W 1:30-3:20p,2042,M. Bass,201803
1732,HSAR 454,Glass in America,11396,01,1,L,A,,M 9:25-11:15a,2192,J. Gordon,201803
1733,HSAR 459,Contested Monuments,11734,01,1,L,A,,W 9:25-11:15a,2051,J. Raab,201803
1734,HSAR 460,Writing about Contemporary Figurative Art,10963,01,1,L,A,,TTh 11:35a-12:50p,2021,M. Spillane,201803
1735,HSAR 466,The Technical Examination of Art,11397,01,1,L,A,,T 2:30-4:20p,2113,I. McClure,201803
1736,HSAR 471,Black Atlantic Photography,11398,01,1,L,A,,W 2:30-4:20p,2039,K. Mercer,201803
1737,HSAR 473,Abstract Expressionism,11742,01,1,L,A,,T 1:30-3:20p,2067,P. Lee,201803
1738,HSAR 492,Visual Encounters in the Early Modern Atlantic World,13967,01,1,L,A,,T 1:30-3:20p,2067,C. Fromont,201803
1739,HSAR 498,Independent Tutorial,11400,01,1,F,A,,HTBA,1,M. Bass,201803
1740,HSAR 499,The Senior Essay,11401,01,1,Y,A,,HTBA,1,M. Bass,201803
1758,HSHM 202,Media and Medicine in Modern America,11278,01,1,H,A,,MW 10:30-11:20a,2022,Warner/Berland,201803
1759,HSHM 241,Sickness and Health in African American History,13370,01,1,H,A,,MW 1:30-2:20p,2059,C. Roberts,201803
1760,HSHM 406,Healthcare for the Urban Poor,11283,01,1,L,A,,Th 9:25-11:15a,2091,S. Abedin,201803
1761,HSHM 416,Engineering the Modern Body,11285,01,1,L,A,,M 1:30-3:20p,2058,R. Elder,201803
1762,HSHM 445,Women and Medicine in America from the Colonial Era to the Present,11287,01,1,L,A,,T 9:25-11:15a,2072,N. Rogers,201803
1763,HSHM 468,"Sex, Life, and Generation",11290,01,1,L,A,,W 1:30-3:20p,2042,I. Dal Prete,201803
1764,HSHM 471,Directed Reading,11292,01,1,F,A,,HTBA,1,I. Dal Prete,201803
1765,HSHM 473,Vaccination in Historical Perspective,13854,01,1,L,A,,Th 9:25-11:15a,2091,J. Schwartz,201803
1766,HSHM 481,Medicine and Race in the Slave Trade,11293,01,1,L,A,,W 3:30-5:20p,2076,C. Roberts,201803
1767,HSHM 487,"Disability, Science, and Society",11296,01,1,L,A,,T 1:30-3:20p,2067,R. Elder,201803
1768,HSHM 488,The History of Drugs in Twentieth Century America,13852,01,1,L,A,,Th 1:30-3:20p,2095,T. Lanzarotta,201803
1769,HSHM 490,Yearlong Senior Project,11298,01,1,Y,A,,HTBA,1,C. Roberts,201803
1770,HSHM 491,Yearlong Senior Project,11299,01,1,Y,A,,HTBA,1,C. Roberts,201803
1771,HSHM 492,One-Term Senior Project,11300,01,1,Y,A,,HTBA,1,C. Roberts,201803
1772,HSHM 495,Medicine & U.S. Imperialism,13853,01,1,L,A,,T 3:30-5:20p,2063,T. Lanzarotta,201803
1776,HUMS 064,Humanistic Considerations in the Doctor Patient Relationship,13748,01,1,L,A,,MW 2:30-3:45p,2031,Sledge/Oldfield,201803
1777,HUMS 071,Intellectual Circles,11849,01,1,L,A,,TTh 2:30-3:45p,2020,C. Hill,201803
1778,HUMS 075,Mastering the Art of Watercolor,11850,01,1,N,A,,W 2:30-5:30p,2417,A. Van Doren,201803
1779,HUMS 077,Medieval Travel and Exploration,12384,01,1,L,A,,MW 2:30-3:45p,2031,S. Toorawa,201803
1780,HUMS 080,Transforming Literature into Opera,11851,01,1,L,A,,TTh 2:30-3:45p,2020,J. Malafronte,201803
1781,HUMS 128,From Gilgamesh to Persepolis: Introduction to Near Eastern Literatures,13781,01,1,H,A,,TTh 10:30-11:20a,2019,K. Slanski,201803
1782,HUMS 129,From Jesus to Muhammad,13588,01,1,H,A,,TTh 11:35a-12:50p,2021,S. Davis,201803
1783,HUMS 130,How to Read,11789,01,1,L,A,,MW 1-2:15p,2030,K. Trumpener,201803
1784,HUMS 133,The Bible,13587,01,1,H,A,,TTh 11:35a-12:50p,2021,C. Hayes,201803
1785,HUMS 139,Norse Mythology,11852,01,1,L,A,,MW 9-10:15a,2038,J. Fridriksdottir,201803
1786,HUMS 143,Introduction to Ancient Greek History,13318,01,1,H,A,,MW 10:30-11:20a,2022,F. Gerardin,201803
1787,HUMS 144,The Roman Republic,13321,01,1,H,A,,TTh 2:30-3:45p,2020,F. Gerardin,201803
1788,HUMS 147,Medieval Baghdad,14056,01,1,H,A,,MW 11:35a-12:50p,2052,S. Toorawa,201803
1789,HUMS 150,"Shakespeare and the Canon: Histories, Comedies, and Poems",11857,01,1,L,A,,T 1:30-3:20p,2067,H. Bloom,201803
1790,HUMS 152,Poetic Influence from Shakespeare to Keats,11858,01,1,L,A,,Th 1:30-3:20p,2095,H. Bloom,201803
1791,HUMS 180,Dante in Translation,11834,01,1,H,A,,TTh 1-2:15p,2035,C. Purdy Moudarres,201803
1792,HUMS 201,The Modern French Novel,11139,01,1,H,A,,TTh 1:30-2:20p,2089,Samuels/Kaplan,201803
1793,HUMS 205,Boundaries of the Body in Law and Literature,11859,01,1,L,A,,Th 1:30-3:20p,2095,C. Lizarríbar,201803
1794,HUMS 228,Climate Change and the Humanities,12637,01,1,L,A,,MW 11:35a-12:50p,2052,K. Lindskog,201803
1795,HUMS 229,1968@50 Latin American Languages of Liberation,13730,01,1,L,A,,W 3:30-5:20p,2076,M. Fradinger,201803
1796,HUMS 230,The Age of Goethe,13733,01,1,H,A,,TTh 9-10:15a,2033,K. Wetters,201803
1797,HUMS 238,Portraiture and Selfhood in the Renaissance,13734,01,1,L,A,,W 1:30-3:20p,2042,M. Bass,201803
1798,HUMS 252,Poetry and Objects,12588,01,1,L,A,,F 1:30-3:20p,2100,K. Roffman,201803
1799,HUMS 253,Poetry and Faith,10976,01,1,L,A,,Th 1:30-3:20p,2095,C. Wiman,201803
1800,HUMS 264,Imagining the Body Politic: Constitutional Art and Theory from Antiquity to the Present,12638,01,1,L,A,,W 3:30-5:20p,2076,W. Klein,201803
1801,HUMS 268,Analyzing Antisemitism,11860,01,1,L,A,,M 3:30-5:20p,2099,A. Stern,201803
1802,HUMS 269,Poetry and Ethics Amidst Imperial Collapse,10772,01,1,L,A,,M 1:30-3:20p,2058,L. Bender,201803
1803,HUMS 270,The Chinese Tradition,10765,01,1,H,A,,MW 10:30-11:20a,2022,Lu/Zhang,201803
1804,HUMS 290,The Modern Novel in Brazil and Japan,10779,01,1,L,A,,MW 4-5:15p,2115,S. Jacobowitz,201803
1805,HUMS 325,"Law, Morality, and Religion",12523,01,1,L,A,,T 1:30-3:20p,2067,A. Forsyth,201803
1806,HUMS 353,Kafka and the Philosophers,13291,01,1,L,A,,M 1:30-3:20p,2058,R. Campe,201803
1807,HUMS 409,Proust Interpretations: Reading <i>Remembrance of Things Past</i>,11862,01,1,L,A,,TTh 11:35a-12:50p,2021,Bloch/Saint-Amand,201803
1808,HUMS 410,Modernities: Nineteenth-Century Historical Narratives,12635,01,1,L,A,,MW 11:35a-12:50p,2052,Markovits/Semmel,201803
1809,HUMS 427,The Practice of Literary Translation,11795,01,1,L,A,,MW 2:30-3:45p,2031,R. Creswell,201803
1810,HUMS 443,"Medieval Jews, Christians, and Muslims In Conversation",11322,01,1,L,A,,W 9:25-11:15a,2051,I. Marcus,201803
1811,HUMS 445,Heidegger's Being and Time,12632,01,1,L,A,,T 1:30-3:20p,2067,M. Hägglund,201803
1812,HUMS 470,Special Studies in the Humanities,11863,01,1,F,A,,HTBA,1,N. Thompson,201803
1813,HUMS 491,The Senior Essay,11864,01,1,Y,A,,HTBA,1,N. Thompson,201803
1825,INDN 110,Elementary Indonesian I,12021,01,2,H,A,,MTWThF 9:25-10:15a,2025,I. Sukmono,201803
1826,INDN 110,Elementary Indonesian I,12022,02,2,H,A,,MTWThF 10:30-11:20a,2024,I. Sukmono,201803
1827,INDN 130,Intermediate Indonesian I,12023,01,2,H,A,,MTWThF 9:25-10:15a,2025,D. Aletheiani,201803
1828,INDN 130,Intermediate Indonesian I,12024,02,2,H,A,,MTWThF 10:30-11:20a,2024,D. Aletheiani,201803
1829,INDN 150,Advanced Indonesian I,12025,01,1,L,A,,HTBA,1,I. Sukmono,201803
1830,INDN 170,Advanced Indonesian: Special Topics,12026,01,1,L,A,,HTBA,1,D. Aletheiani,201803
1831,INDN 470,Independent Tutorial,12027,01,1,F,A,,HTBA,1,D. Aletheiani,201803
1842,ITAL 110,Elementary Italian I,11813,01,5,H,A,,MTWThF 9:25-10:15a,2025,M. Farina,201803
1843,ITAL 110,Elementary Italian I,11814,02,5,H,A,,MTWThF 9:25-10:15a,2025,S. Atkinson,201803
1844,ITAL 110,Elementary Italian I,11815,03,5,H,A,,MTWThF 10:30-11:20a,2024,Staff,201803
1845,ITAL 110,Elementary Italian I,11816,04,5,H,A,,MTWThF 10:30-11:20a,2024,M. Farina,201803
1846,ITAL 110,Elementary Italian I,11817,05,5,H,A,,MTWThF 11:35a-12:25p,2023,T. Rossi,201803
1847,ITAL 125,Intensive Elementary Italian,11818,01,1,H,A,,MTWThF 9:25-11:15a,2078,A. Iacovella,201803
1848,ITAL 130,Intermediate Italian I,11819,01,4,H,A,,MTWThF 9:25-10:15a,2025,S. Lorenzini,201803
1849,ITAL 130,Intermediate Italian I,11820,02,4,H,A,,MTWThF 10:30-11:20a,2024,S. Lorenzini,201803
1850,ITAL 130,Intermediate Italian I,11821,03,4,H,A,,MTWThF 10:30-11:20a,2024,Staff,201803
1851,ITAL 130,Intermediate Italian I,11822,04,4,H,A,,MTWThF 11:35a-12:25p,2023,S. Lorenzini,201803
1852,ITAL 145,Intensive Intermediate Italian,11823,01,1,H,A,,MTWThF 9:25-11:15a,2078,Staff,201803
1853,ITAL 150,Advanced Composition and Conversation,11824,01,1,H,A,,MW 11:35a-12:50p,2052,A. Marra,201803
1854,ITAL 159,History and Culture of Naples,11825,01,1,L,A,,MW 1-2:15p,2030,A. Iacovella,201803
1855,ITAL 185,Italian History from 1945,11826,01,1,L,A,,TTh 11:35a-12:50p,2021,S. Bassi,201803
1856,ITAL 304,Literature into Film,11827,01,1,L,A,,TTh 4-5:15p,2074,M. Marcus,201803
1857,ITAL 310,Dante in Translation,11833,01,1,H,A,,TTh 1-2:15p,2035,C. Purdy Moudarres,201803
1858,ITAL 315,The Catholic Intellectual Tradition,11329,01,1,H,A,,TTh 2:30-3:20p,2092,C. Eire,201803
1859,ITAL 346,Gender and Performance in Renaissance Italy,13583,01,1,H,A,,MW 9-10:15a,2038,J. Tylus,201803
1860,ITAL 470,Special Studies in Italian Literature,11837,01,1,F,A,,HTBA,1,C. Purdy Moudarres,201803
1861,ITAL 471,Special Studies in Italian Literature,11838,01,1,F,A,,HTBA,1,C. Purdy Moudarres,201803
1862,ITAL 491,The Senior Essay,11839,01,1,Y,A,,HTBA,1,C. Purdy Moudarres,201803
1868,JAPN 110,Elementary Japanese I,10794,01,6,H,A,,MTWThF 9:25-10:15a,2025,Y. Maruyama,201803
1869,JAPN 110,Elementary Japanese I,10795,02,6,H,A,,MTWThF 9:25-10:15a,2025,M. Stever,201803
1870,JAPN 110,Elementary Japanese I,10796,03,6,H,A,,MTWThF 10:30-11:20a,2024,A. Saito,201803
1871,JAPN 110,Elementary Japanese I,10797,04,6,H,A,,MTWThF 10:30-11:20a,2024,M. Seto,201803
1872,JAPN 110,Elementary Japanese I,10798,05,6,H,A,,MTWThF 10:30-11:20a,2024,K. Hiroe,201803
1873,JAPN 110,Elementary Japanese I,10799,06,6,H,A,,MTWThF 11:35a-12:25p,2023,A. Saito,201803
1874,JAPN 130,Intermediate Japanese I,10800,01,2,H,A,,MTWThF 9:25-10:15a,2025,H. Nishimura,201803
1875,JAPN 130,Intermediate Japanese I,10801,02,2,H,A,,MTWThF 10:30-11:20a,2024,Y. Maruyama,201803
1876,JAPN 150,Advanced Japanese I,10802,01,2,H,A,,TTh 11:35a-12:50p,2021,H. Nishimura,201803
1877,JAPN 150,Advanced Japanese I,10803,02,2,H,A,,TTh 11:35a-12:50p,2021,M. Stever,201803
1878,JAPN 156,Advanced Japanese III,10804,01,1,H,A,,MW 11:35a-12:50p,2052,H. Nishimura,201803
1879,JAPN 162,Reading Academic Japanese I,10805,01,1,H,A,,MW 1-2:15p,2030,K. Hiroe,201803
1880,JAPN 164,Academic and Professional Spoken Japanese,10806,01,1,L,A,,TTh 1-2:15p,2035,M. Murata,201803
1881,JAPN 170,Introduction to Literary Japanese,10807,01,1,H,A,,TTh 9-10:15a,2033,E. Kamens,201803
1884,JDST 110,The Bible,12504,01,1,H,A,,TTh 11:35a-12:50p,2021,C. Hayes,201803
1885,JDST 213,Advanced Modern Hebrew: Daily Life in Israel,12377,01,1,L,A,,MW 11:35a-12:50p,2052,O. Yeret,201803
1886,JDST 219,Spinoza and the God of the Bible,12539,01,1,L,A,,W 3:30-5:20p,2076,N. Levene,201803
1887,JDST 270,"Medieval Jews, Christians, and Muslims In Conversation",11323,01,1,L,A,,W 9:25-11:15a,2051,I. Marcus,201803
1888,JDST 296,State and Religion in Israel,11805,01,1,L,A,,T 3:30-5:20p,2063,H. Hever,201803
1889,JDST 319,Israel in Ideology and Practice,12381,01,1,L,A,,TTh 1-2:15p,2035,D. Roginsky,201803
1890,JDST 335,Jewish Philosophy,11576,01,1,L,A,,WF 9-10:15a,2229,P. Franks,201803
1891,JDST 373,"Race, Religion, and Sex in the Inquisition",13888,01,1,H,A,,MW 1-2:15p,2030,I. De Souza,201803
1892,JDST 391,Midrash Seminar: The Exodus from Egypt,11807,01,1,L,A,,Th 9:25-11:15a,2091,S. Fraade,201803
1893,JDST 392,Mishnah Seminar: Tractate Sanhedrin,12525,01,1,L,A,,W 9:25-11:15a,2051,S. Fraade,201803
1894,JDST 416,Reading Yiddish,11198,01,1,L,A,,Th 1:30-3:20p,2095,J. Price,201803
1895,JDST 471,Individual Tutorial,12812,01,1,F,A,,HTBA,1,I. Marcus,201803
1896,JDST 491,The Senior Essay,12813,01,1,Y,A,,HTBA,1,I. Marcus,201803
1906,KREN 110,Elementary Korean I,10808,01,3,H,A,,MTWThF 9:25-10:15a,2025,Staff,201803
1907,KREN 110,Elementary Korean I,10809,02,3,H,A,,MTWThF 10:30-11:20a,2024,A. Lee-Smith,201803
1908,KREN 110,Elementary Korean I,10810,03,3,H,A,,MTWThF 11:35a-12:25p,2023,Staff,201803
1909,KREN 130,Intermediate Korean I,10811,01,1,H,A,,MTWThF 9:25-10:15a,2025,S. Choi,201803
1910,KREN 132,Intermediate Korean for Advanced Learners I,10812,01,1,H,A,,MTWThF 10:30-11:20a,2024,S. Choi,201803
1911,KREN 150,Advanced Korean I: Korean Language and Culture through K-Pop Music,13161,01,1,H,C,1,HTBA,1,Staff,201803
1912,KREN 152,Advanced Korean for Advanced Learners,10813,01,1,H,A,,MWF 11:35a-12:50p,2032,Staff,201803
1913,LAST 194,"Hemisphere Divided, United States and Latin America",11318,01,1,L,A,,T 1:30-3:20p,2067,Staff,201803
1914,LAST 222,Legal Spanish,11993,01,2,L,A,,MW 9-10:15a,2038,M. Carreras,201803
1915,LAST 222,Legal Spanish,11995,02,2,L,A,,TTh 9-10:15a,2033,M. Carreras,201803
1916,LAST 223,Spanish in Film: An Introduction to the New Latin American Cinema,11997,01,1,H,A,,MW 1-2:15p,2030,M. Tortora,201803
1917,LAST 227,Creative Writing,11999,01,1,L,A,,TTh 1-2:15p,2035,M. Jordán,201803
1918,LAST 232,Ancient Civilizations of the Andes,10452,01,1,H,A,,TTh 2:30-3:45p,2020,R. Burger,201803
1919,LAST 243,Advanced Spanish Grammar,12001,01,3,H,A,,MWF 9:25-10:15a,2026,M. Asensio-Manrique,201803
1920,LAST 243,Advanced Spanish Grammar,12003,02,3,H,A,,MWF 10:30-11:20a,2027,T. Seymour,201803
1921,LAST 243,Advanced Spanish Grammar,12005,03,3,H,A,,MWF 11:35a-12:25p,2028,T. Seymour,201803
1922,LAST 252,"Experimental, Visual, and Concrete Poetry in Perspective",11532,01,1,L,A,,M 1:30-3:20p,2058,K. Jackson,201803
1923,LAST 254,Brazilian Modernist Poetry,11529,00,1,L,C,1,HTBA,1,Staff,201803
1924,LAST 266,Studies in Latin American Literature I,12007,01,1,L,A,,TTh 11:35a-12:50p,2021,R. Adorno,201803
1925,LAST 361,History of Brazil,11339,01,1,H,A,,TTh 11:35a-12:50p,2021,S. Schwartz,201803
1926,LAST 372,Revolutionary Change and Cold War in Latin America,11342,01,1,L,A,,T 1:30-3:20p,2067,G. Joseph,201803
1927,LAST 386,Populism from Chavez to Trump,12564,01,1,L,A,,T 1:30-3:20p,2067,P. Aslanidis,201803
1928,LAST 392,Brazil's Modern Art Movement,11534,01,1,L,A,,W 1:30-3:20p,2042,K. Jackson,201803
1929,LAST 416,Methods and Ethics in Global Health Research,14311,01,1,L,A,,HTBA,1,L. Curry,201803
1930,LAST 423,Political Economy of Poverty Alleviation,12488,01,1,L,A,,F 1:30-3:20p,2100,A. De La O,201803
1931,LAST 471,Directed Reading,13020,01,1,L,A,,HTBA,1,Staff,201803
1932,LAST 491,The Senior Essay,11804,01,1,Y,A,,HTBA,1,Staff,201803
1933,LATN 110,Beginning Latin: The Elements of Latin Grammar,13335,01,2,H,A,,MTWThF 9:25-10:15a,2025,N. Sit,201803
1934,LATN 110,Beginning Latin: The Elements of Latin Grammar,13336,02,2,H,A,,MTWThF 10:30-11:20a,2024,D. Brown,201803
1935,LATN 131,Latin Prose: An Introduction,13337,01,1,H,A,,MWF 10:30-11:20a,2027,J. Weintritt,201803
1936,LATN 421,Vergil's <I>Aeneid</I>,13339,01,1,L,A,,MW 2:30-3:45p,2031,K. Freudenburg,201803
1937,LATN 440,Roman Friendship,13340,01,1,L,A,,MW 2:30-3:45p,2031,J. Solodow,201803
1938,LATN 462,The <i>Histories</i> of Tacitus,13341,01,1,H,A,,TTh 9-10:15a,2033,C. Kraus,201803
1939,LATN 494,Independent Tutorial in Latin Language and Literature,13342,01,1,F,A,,HTBA,1,P. LeVen,201803
1942,LING 110,Language: Introduction to Linguistics,12261,01,1,H,A,,TTh 1-2:15p,2035,J. Shaw,201803
1943,LING 112,Historical Linguistics,12262,01,1,H,A,,MW 2:30-3:45p,2031,Bowern/Dockum,201803
1944,LING 115,Introductory Sanskrit I,12047,01,1,H,A,,MTWThF 9:25-10:15a,2025,Staff,201803
1945,LING 138,Intermediate Sanskrit I,12051,01,1,H,A,,MWF 10:30-11:20a,2027,Staff,201803
1946,LING 150,Old English,10956,01,1,L,A,,TTh 2:30-3:45p,2020,E. Thornbury,201803
1947,LING 217,Language and Mind,12263,01,1,H,A,,TTh 2:30-3:45p,2020,M. Piñango,201803
1948,LING 219,The Evolution of Language and Culture,12267,01,1,H,A,,MW 1-2:15p,2030,C. Bowern,201803
1949,LING 224,Mathematics of Language,12270,01,1,H,A,,MW 2:30-3:45p,2031,R. Frank,201803
1950,LING 227,Language and Computation I,12271,01,1,H,A,,MW 11:35a-12:50p,2052,R. Frank,201803
1951,LING 232,Introduction to Phonological Analysis,12274,01,1,H,A,,TTh 1-2:15p,2035,N. Weber,201803
1952,LING 253,Syntax I,12276,01,1,H,A,,TTh 11:35a-12:50p,2021,R. Zanuttini,201803
1953,LING 263,Semantics I,12278,01,1,H,A,,MW 1-2:15p,2030,H. Kotek,201803
1954,LING 271,Philosophy of Language,11573,01,1,H,A,,MW 9-10:15a,2038,J. Stanley,201803
1955,LING 372,"Meaning, Concepts, and Words",12279,01,1,L,A,,W 9:25-11:15a,2051,M. Piñango,201803
1956,LING 378,The Syntax of Speech Participants,13223,01,1,L,A,,TTh 4-5:15p,2074,R. Zanuttini,201803
1957,LING 490,Research Methods in Linguistics,12280,01,1,L,A,,W 4-5:50p,2109,H. Kotek,201803
1974,LITR 023,"Modern South Asian Literature, 1857-2017",10942,01,1,L,A,,MW 11:35a-12:50p,2052,P. Mukhopadhyay,201803
1975,LITR 099,Film and the Arts,11074,01,1,L,A,,MW 1-2:15p; M 6:30-9p,6299,D. Andrew,201803
1976,LITR 130,How to Read,11788,01,1,L,A,,MW 1-2:15p,2030,K. Trumpener,201803
1977,LITR 154,The Bible as a Literature,10981,01,1,L,A,,MW 2:30-3:45p,2031,L. Brisman,201803
1978,LITR 168,Tragedy in the European Literary Tradition,10952,01,2,L,A,,TTh 2:30-3:45p,2020,T. Robinson,201803
1979,LITR 168,Tragedy in the European Literary Tradition,13121,02,2,L,A,,MW 2:30-3:45p,2031,K. Lindskog,201803
1980,LITR 174,Women and Literature in Traditional China,10768,01,1,H,A,,TTh 1-2:15p,2035,K. Chang,201803
1981,LITR 183,Dante in Translation,11836,01,1,H,A,,TTh 1-2:15p,2035,C. Purdy Moudarres,201803
1982,LITR 214,The Modern French Novel,11140,01,1,H,A,,TTh 1:30-2:20p,2089,Samuels/Kaplan,201803
1983,LITR 215,The Age of Goethe,11214,01,1,H,A,,TTh 9-10:15a,2033,K. Wetters,201803
1984,LITR 224,Proust Interpretations: Reading <i>Remembrance of Things Past</i>,13244,01,1,L,A,,TTh 11:35a-12:50p,2021,Bloch/Saint-Amand,201803
