key,code,title,crn,no,total,schd,stat,isCancelled,meets,mpkey,instr,srcdb
1205,EVST 228,Climate Change and the Humanities,13194,01,1,L,A,,MW 11:35a-12:50p,2052,K. Lindskog,201803
1206,EVST 231,Temperate Woody Plant Taxonomy and Dendrology,11026,01,1,L,A,,T 1-5p,2865,M. Duguid,201803
1207,EVST 234L,Field Science: Environment and Sustainability,11027,01,1,G,A,,T 1-2:15p; Th 1-5p,2266,L. Freidenburg,201803
1208,EVST 244,Coastal Environments in a Changing World,11028,01,1,H,A,,F 9a-12:45p,4552,M. Decker,201803
1209,EVST 264,"Environmental Influences on Human, Community, and Global Health",11029,01,1,L,A,,T 1:30-3:20p,2067,Staff,201803
1210,EVST 292,Sustainability in the Twenty-First Century,11030,01,1,H,A,,MW 1-2:15p,2030,D. Esty,201803
1211,EVST 324,Environmental Justice in South Asia,10459,01,1,L,A,,Th 1:30-3:20p,2095,K. Sivaramakrishnan,201803
1212,EVST 344,Aquatic Chemistry,11033,01,1,L,A,,TTh 1-2:15p,2035,G. Benoit,201803
1213,EVST 399,"Agriculture: Origins, Evolution, Crises",11036,01,1,L,A,,Th 3:30-5:20p,2121,H. Weiss,201803
1214,EVST 422,Climate and Society from Past to Present,11041,01,1,L,A,,Th 1:30-3:20p,2095,M. Dove,201803
1215,EVST 424,Rivers: Nature and Politics,12484,01,1,L,A,,Th 1:30-3:20p,2095,J. Scott,201803
1216,EVST 463,Documentary Film Workshop,11081,01,1,L,A,,T 7-10p; W 10:30a-1:20p,6096,C. Musser,201803
1217,EVST 496,Senior Research Project and Colloquium,11045,01,3,Y,C,1,HTBA,1,Staff,201803
1218,EVST 496,Senior Research Project and Colloquium,14315,02,3,Y,A,,W 7-8:50p,2150,Wargo/Freidenburg,201803
1219,EVST 496,Senior Research Project and Colloquium,14316,03,3,Y,A,,W 7-8:50p,2150,Fotos/Park,201803
1220,F&ES 020,Sustainable Development in Haiti,11086,01,1,L,A,,TTh 9-10:15a,2033,G. Geballe,201803
1238,F&ES 221,Field Ecology,10841,01,1,H,A,,TTh 1-2:15p,2035,L. Puth,201803
1239,F&ES 315,Conservation Biology,10835,01,1,H,A,,MW 10:30-11:20a,2022,L. Puth,201803
1240,F&ES 344,Aquatic Chemistry,11035,01,1,L,A,,TTh 1-2:15p,2035,G. Benoit,201803
1241,F&ES 422,Climate and Society from Past to Present,11044,01,1,L,A,,Th 1:30-3:20p,2095,M. Dove,201803
1317,FILM 053,Blue,10528,01,1,L,C,1,HTBA,1,Staff,201803
1318,FILM 099,Film and the Arts,11073,01,1,L,A,,MW 1-2:15p; M 6:30-9p,6299,D. Andrew,201803
1319,FILM 150,Introduction to Film Studies,11075,01,1,H,A,,TTh 1:30-2:20p,2089,MacKay/Bradley,201803
1320,FILM 162,Introductory Documentary Filmmaking,10545,01,1,N,A,,M 1:30-5:20p,3523,S. Luckow,201803
1321,FILM 244,Media and Medicine in Modern America,11280,01,1,H,A,,MW 10:30-11:20a,2022,Warner/Berland,201803
1322,FILM 281,Medieval Literature in Movies,10970,01,1,L,C,1,HTBA,1,Staff,201803
1323,FILM 307,East Asian Martial Arts Film,13761,01,1,H,A,,TTh 11:35a-12:25p; W 7-9p,6339,A. Gerow,201803
1324,FILM 330,The Screenwriter’s Craft,11076,01,1,L,A,,T 2:30-4:30p,2043,C. Thomasson,201803
1325,FILM 350,Screenwriting,11077,01,1,L,A,,M 3:30-5:20p,2099,M. Lapadula,201803
1326,FILM 356,Intermediate Documentary Filmmaking,10554,01,1,N,A,,T 1:30-5:20p,2187,S. Luckow,201803
1327,FILM 406,Literature into Film,11829,01,1,L,A,,TTh 4-5:15p,2074,M. Marcus,201803
1328,FILM 428,Approaching Film Music,13752,01,1,L,A,,T 1:30-3:20p,2067,Kreuzer/Ladd,201803
1329,FILM 429,War in Literature and Film,13971,01,1,L,A,,Th 1:30-3:20p,2095,K. Clark,201803
1330,FILM 433,Family Narratives/Cultural Shifts,14281,01,1,L,A,,M 1:30-3:20p; Su 7-9p,2209,T. Harris,201803
1331,FILM 446,Japanese Cinema before 1960,10774,01,1,L,A,,MW 1-2:15p; T 7-8p,6296,A. Gerow,201803
1332,FILM 455,Documentary Film Workshop,11078,01,1,L,A,,T 7-10p; W 10:30a-1:20p,6096,C. Musser,201803
1333,FILM 471,Independent Directed Study,12914,01,1,F,A,,HTBA,1,K. Clark,201803
1334,FILM 483,Advanced Film Writing and Directing,10563,01,1,N,A,,T 1:30-5:20p,2187,J. Andrews,201803
1335,FILM 487,Advanced Screenwriting,11083,01,1,L,A,,M 1:30-3:20p,2058,M. Lapadula,201803
1336,FILM 491,The Senior Essay,12915,01,1,Y,A,,HTBA,1,K. Clark,201803
1337,FILM 493,The Senior Project,12916,01,1,Y,A,,HTBA,1,K. Clark,201803
1347,FNSH 110,Elementary Finnish I,11085,01,1,H,A,,TTh 4:10-6p,3993,Staff,201803
1348,FNSH 130,Intermediate Finnish I,12646,01,1,H,A,,TTh 2:10-4p,2272,Staff,201803
1349,FREN 090,A Fashionable Literature,14300,01,1,L,A,,TTh 11:35a-12:50p,2021,C. Schuwey,201803
1350,FREN 109,French for Reading,11106,01,1,L,A,,W 3:30-5:20p,2076,M. Sanjabi,201803
1351,FREN 110,Elementary and Intermediate French I,11107,01,7,H,A,,MWThF 8:20-9:10a; T 8:20-9:15a,4539,J. DeVos,201803
1352,FREN 110,Elementary and Intermediate French I,11108,02,7,H,A,,MWThF 9:25-10:15a; T 9:25-10:20a,4550,J. DeVos,201803
1353,FREN 110,Elementary and Intermediate French I,11109,03,7,H,A,,MWThF 9:25-10:15a; T 9:25-10:20a,4550,M. Ngame,201803
1354,FREN 110,Elementary and Intermediate French I,11110,04,7,H,A,,MWThF 10:30-11:20a; T 10:30-11:25a,4541,Staff,201803
1355,FREN 110,Elementary and Intermediate French I,11111,05,7,H,A,,MWThF 10:30-11:20a; T 10:30-11:25a,4541,Staff,201803
1356,FREN 110,Elementary and Intermediate French I,11112,06,7,H,A,,MWThF 11:35a-12:25p; T 11:35a-12:30p,4547,Staff,201803
1357,FREN 110,Elementary and Intermediate French I,11113,07,7,H,A,,MWThF 11:35a-12:25p; T 11:35a-12:30p,4547,Staff,201803
1358,FREN 121,Intermediate French,11114,01,2,H,A,,MTWThF 9:25-10:15a,2025,C. Skorupa,201803
1359,FREN 121,Intermediate French,11115,02,2,H,A,,MTWThF 11:35a-12:25p,2023,V. Vysosias,201803
1360,FREN 125,Intensive Elementary French,11116,01,1,H,A,,MTWThF 9:25-11:15a,2078,C. Sherak,201803
1361,FREN 130,Intermediate and Advanced French I,11117,01,6,H,A,,MTWThF 8:20-9:10a,2085,R. Koizim,201803
1362,FREN 130,Intermediate and Advanced French I,11118,02,6,H,A,,MTWThF 9:25-10:15a,2025,R. Koizim,201803
1363,FREN 130,Intermediate and Advanced French I,11119,03,6,H,A,,MTWThF 9:25-10:15a,2025,K. Burton,201803
1364,FREN 130,Intermediate and Advanced French I,11120,04,6,H,A,,MTWThF 10:30-11:20a,2024,Staff,201803
1365,FREN 130,Intermediate and Advanced French I,11121,05,6,H,A,,MTWThF 10:30-11:20a,2024,Staff,201803
1366,FREN 130,Intermediate and Advanced French I,11122,06,6,H,A,,MTWThF 11:35a-12:25p,2023,K. Burton,201803
1367,FREN 140,Intermediate and Advanced French II,11123,01,5,H,A,,MTWThF 9:25-10:15a,2025,Staff,201803
1368,FREN 140,Intermediate and Advanced French II,11124,02,5,H,A,,MTWThF 9:25-10:15a,2025,Staff,201803
1369,FREN 140,Intermediate and Advanced French II,11125,03,5,H,A,,MTWThF 10:30-11:20a,2024,K. Burton,201803
1370,FREN 140,Intermediate and Advanced French II,11126,04,5,H,A,,MTWThF 10:30-11:20a,2024,S. Koundi,201803
1371,FREN 140,Intermediate and Advanced French II,11127,05,5,H,A,,MTWThF 11:35a-12:25p,2023,S. Koundi,201803
1372,FREN 150,Advanced Language Practice,11128,01,4,H,A,,MWF 9:25-10:15a,2026,V. Vysosias,201803
1373,FREN 150,Advanced Language Practice,11129,02,4,H,A,,MWF 10:30-11:20a,2027,F. Schneider,201803
1374,FREN 150,Advanced Language Practice,11130,03,4,H,A,,MWF 10:30-11:20a,2027,C. Skorupa,201803
1375,FREN 150,Advanced Language Practice,11131,04,4,H,A,,MWF 11:35a-12:25p,2028,C. Sherak,201803
1376,FREN 160,Advanced Culture and Conversation,11132,01,2,H,A,,MWF 10:30-11:20a,2027,L. Pinzka,201803
1377,FREN 160,Advanced Culture and Conversation,11133,02,2,H,A,,MWF 11:35a-12:25p,2028,Staff,201803
1378,FREN 170,Introduction to the Study of Literature in French,11134,01,2,L,A,,TTh 11:35a-12:50p,2021,M. Girard,201803
1379,FREN 170,Introduction to the Study of Literature in French,11135,02,2,L,A,,MW 2:30-3:45p,2031,L. Pinzka,201803
1380,FREN 181,Applied Advanced French Grammar,11136,01,1,H,A,,MTW 2:30-3:45p,6300,F. Schneider,201803
1381,FREN 183,Medical French: Conversation and Culture,13221,01,1,L,A,,TTh 9-10:15a,2033,Staff,201803
1382,FREN 191,Translation,12667,01,1,L,A,,W 3:30-5:20p,2076,A. Waters,201803
1383,FREN 211,French Poetry: The First Five Hundred Years,11137,01,1,L,A,,TTh 11:35a-12:50p,2021,E. Duval,201803
1384,FREN 240,The Modern French Novel,11138,01,1,H,A,,TTh 1:30-2:20p,2089,Samuels/Kaplan,201803
1385,FREN 312,Scandals under the Sun,14271,01,1,L,A,,MW 11:35a-12:50p,2052,C. Schuwey,201803
1386,FREN 345,The Prose Poem,11141,01,1,L,A,,M 9:25-11:15a,2192,T. Connolly,201803
1387,FREN 347,Ekphrasis,11142,01,1,L,A,,M 1:30-3:20p,2058,T. Connolly,201803
1388,FREN 403,Proust Interpretations: Reading <i>Remembrance of Things Past</i>,13243,01,1,L,A,,TTh 11:35a-12:50p,2021,Bloch/Saint-Amand,201803
1389,FREN 414,Afterlives of Algeria's Revolution,11144,01,1,L,A,,M 1:30-3:20p,2058,J. Jarvis,201803
1390,FREN 421,Intercultural Literary Hoaxes,11147,01,1,L,A,,T 1:30-3:20p,2067,C. Miller,201803
1391,FREN 470,Special Tutorial for Juniors and Seniors,13036,01,1,F,A,,HTBA,1,Staff,201803
1392,FREN 491,The Senior Essay,13021,01,1,Y,A,,HTBA,1,Staff,201803
1393,FREN 493,The Senior Essay in the Intensive Major,13064,01,1,Y,A,,HTBA,1,Staff,201803
1400,G&G 010,"Earth, Resources, Energy, and the Environment",11156,01,1,L,A,,TTh 11:35a-12:50p,2021,M. Timmermans,201803
1401,G&G 110,Dynamic Earth,11158,01,1,H,A,,MWF 10:30-11:20a,2027,Evans/Rye,201803
1402,G&G 111L,DynamicEarthLab&FieldMethods,11159,01,1,G,A,,F 1:30-4:30p,2276,Rye/Evans,201803
1403,G&G 120,Earth's Changing Climate,11160,01,1,H,A,,MWF 11:35a-12:25p,2028,J. Park,201803
1404,G&G 140,"Atmosphere, Ocean, and Climate Change",12571,01,1,H,A,,MWF 9:25-10:15a,2026,R. Smith,201803
1405,G&G 274,Fossil Fuels and World Energy,12570,01,1,H,A,,MW 1-2:15p,2030,M. Oristaglio,201803
1406,G&G 310,Isotope Geochemistry,11162,01,1,H,A,,TTh 9-10:15a,2033,A. Rooney,201803
1407,G&G 322,Physics of Weather and Climate,11163,01,1,H,A,,TTh 11:35a-12:50p,2021,A. Fedorov,201803
1408,G&G 325,Vertebrate Paleontology,11164,01,1,H,A,,TTh 2:30-3:45p,2020,J. Gauthier,201803
1409,G&G 326,Introduction to Earth and Planetary Physics,11165,01,1,H,A,,MW 9-10:15a,2038,K. Lee,201803
1410,G&G 355,Extraordinary Glimpses of Past Life,11166,01,1,H,A,,MW 11:35a-12:50p,2052,D. Briggs,201803
1411,G&G 428,Science of Complex Systems,11167,01,1,H,A,,MWF 10:30-11:20a,2027,J. Korenaga,201803
1412,G&G 456,Introduction to Seismology,11172,01,1,H,A,,MWF 11:35a-12:25p,2028,M. Long,201803
1413,G&G 487,Individual Study in Geology and Geophysics,11173,01,1,F,A,,HTBA,1,Staff,201803
1414,G&G 488,Research in Geology and Geophysics,11174,01,1,F,A,,HTBA,1,Staff,201803
1415,G&G 490,Research and Senior Thesis,11175,01,1,Y,A,,HTBA,1,Staff,201803
1416,G&G 492,The Senior Essay,11176,01,1,Y,A,,HTBA,1,Staff,201803
1444,GLBL 101,Gateway to Global Affairs,11221,01,1,H,A,,TTh 1-2:15p,2035,E. Sky,201803
1445,GLBL 121,Applied Quantitative Analysis,11222,01,1,H,A,,MW 11:35a-12:50p,2052,J. Thomas,201803
1446,GLBL 180,Game Theory and International Relations,12468,01,1,H,A,,MW 9:25-10:15a,2103,A. Debs,201803
1447,GLBL 189,Methods and Ethics in Global Health Research,14309,01,1,L,A,,HTBA,1,L. Curry,201803
1448,GLBL 191,Research Design and Survey Analysis,11223,01,1,L,A,,W 3:30-5:20p,2076,J. Thomas,201803
1449,GLBL 203,Introduction to International Political Economy,12435,01,1,H,A,,TTh 4-5:15p,2074,D. Queralt,201803
1450,GLBL 215,Populism from Chavez to Trump,12563,01,1,L,A,,T 1:30-3:20p,2067,P. Aslanidis,201803
1451,GLBL 217,Sustainability in the Twenty-First Century,11031,01,1,H,A,,MW 1-2:15p,2030,D. Esty,201803
1452,GLBL 219,Monetary Policy,10883,01,1,H,A,,TTh 1-2:15p,2035,W. English,201803
1453,GLBL 244,The Politics of Fascism,13038,01,1,L,A,,T 1:30-3:20p,2067,L. Young,201803
1454,GLBL 247,Development Under Fire,12429,01,1,H,A,,MW 2:30-3:20p,2098,J. Lyall,201803
1455,GLBL 250,Archival Methods in International History and Global Affairs,12556,01,1,L,A,,W 9:25-11:15a,2051,Staff,201803
1456,GLBL 261,Civil Conflict,12479,01,1,L,A,,T 1:30-3:20p,2067,B. Weir,201803
1457,GLBL 271,Middle East Politics,11224,01,1,L,A,,T 3:30-5:20p,2063,E. Sky,201803
1458,GLBL 274,Terrorism,12431,01,1,L,A,,W 1:30-3:20p,2042,B. Weir,201803
1459,GLBL 275,Approaches to International Security,11225,01,1,H,A,,MW 2:30-3:20p,2098,N. Monteiro,201803
1460,GLBL 279,Global Governance,13633,01,1,L,A,,W 1:30-3:20p,2042,Y. Sergeyev,201803
1461,GLBL 306,Social Enterprise in Developing Economies II,10410,01,1,L,A,,HTBA,1,R. Hopkins,201803
1462,GLBL 309,The Rise of China,12474,01,1,H,A,,MW 1:30-2:20p,2059,D. Mattingly,201803
1463,GLBL 310,International Finance,10885,01,1,H,A,,MW 9-10:15a,2038,A. Fieler,201803
1464,GLBL 318,The Next China,11226,01,1,H,A,,MW 10:30-11:20a,2022,S. Roach,201803
1465,GLBL 330,Debating Globalization,10894,01,1,L,A,,F 9:25-11:15a,2108,E. Zedillo,201803
1466,GLBL 331,Evolution of Central Banking,11230,01,1,L,A,,M 3:30-5:20p,2099,R. Mohan,201803
1467,GLBL 336,Political Economy of Poverty Alleviation,12487,01,1,L,A,,F 1:30-3:20p,2100,A. De La O,201803
1468,GLBL 376,"Asia Now: Human Rights, Globalization, Cultural Conflicts",12648,01,1,L,A,,Th 1:30-3:20p,2095,J. Tsu,201803
1469,GLBL 386,The Politics of Human Rights Law,11234,01,1,L,A,,W 1:30-3:20p,2042,T. Sanchez,201803
1470,GLBL 387,Insurgency and Counterinsurgency,12555,01,1,L,A,,F 9:25-11:15a,2108,I. Wilson,201803
1471,GLBL 388,The Politics of American Foreign Policy,11235,01,1,L,A,,M 7-8:50p,2211,H. Dean,201803
1472,GLBL 392,"Intelligence, Espionage, and American Foreign Policy",11236,01,1,H,A,,TTh 1-2:15p,2035,E. Wittenstein,201803
1473,GLBL 393,"Humanitarian Interventions: Ethics, Politics, and Health",11237,01,1,L,A,,W 1:30-3:20p,2042,C. Panter-Brick,201803
1474,GLBL 460,Turning Points in American Foreign Policy,11239,01,1,L,A,,T 9:25-11:15a,2072,R. Ford,201803
1475,GLBL 499,Senior Capstone Project,11240,01,7,Y,A,,T 3:30-5:20p,2063,E. Dezenski,201803
1476,GLBL 499,Senior Capstone Project,11241,02,7,Y,A,,W 9:25-11:15a,2051,W. King,201803
1477,GLBL 499,Senior Capstone Project,11242,03,7,Y,A,,M 7-8:50p,2211,Staff,201803
1478,GLBL 499,Senior Capstone Project,11243,04,7,Y,A,,F 9:25-11:15a,2108,J. O'Brien,201803
1479,GLBL 499,Senior Capstone Project,11244,05,7,Y,A,,Th 1:30-3:20p,2095,R. Hecht,201803
1480,GLBL 499,Senior Capstone Project,11245,06,7,Y,A,,T 4-5:50p,2236,Staff,201803
1481,GLBL 499,Senior Capstone Project,11246,07,7,Y,A,,M 1:30-3:20p,2058,C. Tejeda,201803
1515,GMAN 100,German for Reading,11196,01,1,H,A,,TTh 11:35a-12:50p,2021,M. Gehlker,201803
1516,GMAN 102,Reading Yiddish,11197,01,1,L,A,,Th 1:30-3:20p,2095,J. Price,201803
1517,GMAN 110,Elementary German I,11199,01,5,H,A,,MTWThF 9:25-10:15a,2025,Staff,201803
1518,GMAN 110,Elementary German I,11200,02,5,H,A,,MTWThF 9:25-10:15a,2025,Staff,201803
1519,GMAN 110,Elementary German I,11201,03,5,H,A,,MTWThF 10:30-11:20a,2024,T. Schenker,201803
1520,GMAN 110,Elementary German I,11202,04,5,H,A,,MTWThF 10:30-11:20a,2024,Staff,201803
1521,GMAN 110,Elementary German I,11203,05,5,H,A,,MTWThF 11:35a-12:25p,2023,Staff,201803
1522,GMAN 120,Elementary German II,11204,01,1,H,A,,MTWThF 10:30-11:20a,2024,Staff,201803
1523,GMAN 125,Intensive German I,11205,01,1,H,A,,MTWThF 9:25-11:15a,2078,L. Sippel,201803
1524,GMAN 130,Intermediate German I,11206,01,3,H,A,,MTWThF 9:25-10:15a,2025,T. Wilhelm,201803
1525,GMAN 130,Intermediate German I,11207,02,3,H,A,,MTWThF 10:30-11:20a,2024,Staff,201803
1526,GMAN 130,Intermediate German I,11208,03,3,H,A,,MTWThF 11:35a-12:25p,2023,L. Sippel,201803
1527,GMAN 140,Intermediate German II,11209,01,1,H,A,,MTWThF 10:30-11:20a,2024,Staff,201803
1528,GMAN 150,"Advanced German, Contemporary Germany",11210,01,1,L,A,,MW 11:35a-12:50p,2052,M. Gehlker,201803
1529,GMAN 165,The German Fairy Tale and its Legacy,11211,01,1,L,A,,TTh 11:35a-12:50p,2021,T. Schenker,201803
1530,GMAN 172,Introduction to German Theater,14277,01,1,L,A,,MW 9-10:15a,2038,S. Morrow,201803
1531,GMAN 177,Introduction to German Literature and Film,11212,01,1,L,C,1,HTBA,1,Staff,201803
1532,GMAN 254,Jewish Philosophy,11575,01,1,L,A,,WF 9-10:15a,2229,P. Franks,201803
1533,GMAN 311,The Age of Goethe,11213,01,1,H,A,,TTh 9-10:15a,2033,K. Wetters,201803
1534,GMAN 314,Contemporary Critical Theory,12453,01,1,L,A,,T 3:30-5:20p,2063,S. Benhabib,201803
1535,GMAN 326,Franz Kafka and Thomas Mann: Two Modernisms,11791,01,1,L,A,,TTh 2:30-3:45p,2020,J. Hagens,201803
1536,GMAN 371,Kafka and the Philosophers,13290,01,1,L,A,,M 1:30-3:20p,2058,R. Campe,201803
1537,GMAN 379,German Cinema 1918–1933,14159,01,1,L,A,,W 3:30-5:20p,2076,J. Hagens,201803
1538,GMAN 381,Kant's <em>Critique of Pure Reason</em>,11570,01,1,H,A,,WF 1-2:15p,2245,P. Franks,201803
1539,GMAN 478,Directed Readings or Individual Research in Germanic Languages and Literatures,11215,01,1,F,A,,HTBA,1,Staff,201803
1540,GMAN 492,The Senior Essay Tutorial,11216,01,1,Y,A,,HTBA,1,Staff,201803
1546,GREK 110,Beginning Greek: The Elements of Greek Grammar,13330,01,1,H,A,,MTWThF 9:25-10:15a,2025,T. Bell,201803
1547,GREK 131,Greek Prose: An Introduction,13331,01,1,H,A,,MWF 9:25-10:15a,2026,R. Love,201803
1548,GREK 450,Euripides,13332,01,1,L,A,,MW 9-10:15a,2038,E. Bakker,201803
1549,GREK 459,Gender & Citizenship in Athenian Law,13333,01,1,L,A,,TTh 1-2:15p,2035,E. Greenwood,201803
1550,GREK 494,Independent Tutorial in Greek Language and Literature,13334,01,1,F,A,,HTBA,1,P. LeVen,201803
1552,HEBR 110,Elementary Modern Hebrew I,12371,01,2,H,A,,MTWThF 9:25-10:15a,2025,D. Roginsky,201803
1553,HEBR 110,Elementary Modern Hebrew I,12372,02,2,H,A,,MTWThF 10:30-11:20a,2024,D. Roginsky,201803
1554,HEBR 117,Elementary Biblical Hebrew I,12373,01,1,H,A,,HTBA,1,Staff,201803
1555,HEBR 130,Intermediate Modern Hebrew I,12374,01,2,H,A,,TTh 9-10:15a,2033,O. Yeret,201803
1556,HEBR 130,Intermediate Modern Hebrew I,12375,02,2,H,A,,TTh 1-2:15p,2035,O. Yeret,201803
1557,HEBR 150,Advanced Modern Hebrew: Daily Life in Israel,12376,01,1,L,A,,MW 11:35a-12:50p,2052,O. Yeret,201803
1558,HEBR 162,Israel in Ideology and Practice,12379,01,1,L,A,,TTh 1-2:15p,2035,D. Roginsky,201803
1566,HGRN 110,Elementary Hungarian I,12082,01,1,H,A,,TTh 10:10a-12p,2370,Staff,201803
1567,HIST 018,Commodities as U.S. History,12720,02,1,L,C,1,HTBA,1,Staff,201803
1568,HIST 022,What History Teaches,11301,01,1,L,A,,MW 1-2:15p,2030,J. Gaddis,201803
1569,HIST 033,"Fashion in London and Paris, 1750 to the Present",11302,01,1,L,A,,TTh 1-2:15p,2035,Staff,201803
1570,HIST 036,Utopia and Dystopia: From Classic Times to the Present in Western Culture,14047,01,1,L,A,,TTh 9-10:15a,2033,Staff,201803
1571,HIST 040,Comparative Women's History,11304,01,1,L,A,,TTh 1-2:15p,2035,R. Tannenbaum,201803
1572,HIST 041,The Americas in the Age of Revolutions,11305,01,1,L,A,,MW 2:30-3:45p,2031,M. Echeverri Munoz,201803
1573,HIST 042,Oil and Empire,11306,01,1,L,C,1,HTBA,1,Staff,201803
1574,HIST 080,The Vietnam Wars,12811,01,1,L,A,,TTh 11:35a-12:50p,2021,D. Engerman,201803
1575,HIST 103,The World Circa 1800,13867,01,1,H,A,,TTh 1:30-2:20p,2089,S. Semmel,201803
1576,HIST 107,Introduction to American Indian History,11308,01,1,H,A,,TTh 11:35a-12:25p,2094,N. Blackhawk,201803
1577,HIST 115,The Colonial Period of American History,12644,01,1,H,A,,TTh 1:30-2:20p,2089,M. Peterson,201803
1578,HIST 135J,The Age of Hamilton and Jefferson,11311,01,1,L,A,,T 1:30-3:20p,2067,J. Freeman,201803
1579,HIST 142J,Women and Medicine in America from the Colonial Era to the Present,11288,01,1,L,A,,T 9:25-11:15a,2072,N. Rogers,201803
1580,HIST 147,Media and Medicine in Modern America,11281,01,1,H,A,,MW 10:30-11:20a,2022,Warner/Berland,201803
1581,HIST 150J,Healthcare for the Urban Poor,11284,01,1,L,A,,Th 9:25-11:15a,2091,S. Abedin,201803
1582,HIST 151J,Writing Tribal Histories,11312,01,2,L,A,,T 1:30-3:20p,2067,N. Blackhawk,201803
1583,HIST 151J,Writing Tribal Histories,12590,02,2,L,A,,HTBA,1,Staff,201803
1584,HIST 159,From Jesus to Muhammad,14111,01,1,H,A,,TTh 11:35a-12:50p,2021,S. Davis,201803
1585,HIST 164J,"Foxes, Hedgehogs, and History",11315,01,1,L,A,,T 1:30-3:20p,2067,J. Gaddis,201803
1586,HIST 174J,"Religion, War, and the Meaning of America",12516,01,1,L,A,,Th 1:30-3:20p,2095,H. Stout,201803
1587,HIST 183,"Asian American History, 1800 to the Present",10430,01,1,H,A,,MW 10:30-11:20a,2022,M. Lui,201803
1588,HIST 184,The Rise and Fall of Atlantic Slavery,10394,01,1,H,A,,TTh 10:30-11:20a,2019,E. Rugemer,201803
1589,HIST 194J,"Hemisphere Divided, United States and Latin America",11316,01,1,L,A,,T 1:30-3:20p,2067,Staff,201803
1590,HIST 202,"European Civilization, 1648–1945",11319,01,1,H,A,,MW 1:30-2:20p,2059,J. Merriman,201803
1591,HIST 205,Introduction to Ancient Greek History,13317,01,1,H,A,,MW 10:30-11:20a,2022,F. Gerardin,201803
1592,HIST 217,The Roman Republic,13320,01,1,H,A,,TTh 2:30-3:45p,2020,F. Gerardin,201803
1593,HIST 221J,"Russia in the Age of Tolstoy and Dostoevsky, 1850-1905",13241,01,1,L,A,,Th 1:30-3:20p,2095,S. Antonov,201803
1594,HIST 227J,"The Medieval Crusades, 1000-1300",14312,01,1,L,A,,Th 3:30-5:20p,2121,K. Lord,201803
1595,HIST 229J,"London, 1560-1760",11320,01,1,L,A,,W 1:30-3:20p,2042,K. Wrightson,201803
1596,HIST 232J,"Medieval Jews, Christians, and Muslims In Conversation",11321,01,1,L,A,,W 9:25-11:15a,2051,I. Marcus,201803
1597,HIST 249,"Making European Culture Jewish: Five Media, 1780-1930",13842,01,1,H,A,,TTh 2:30-3:20p,2092,Staff,201803
1598,HIST 260J,"Sex, Life, and Generation",11291,01,1,L,A,,W 1:30-3:20p,2042,I. Dal Prete,201803
1599,HIST 262J,Modernities: Nineteenth-Century Historical Narratives,10967,01,1,L,A,,MW 11:35a-12:50p,2052,Markovits/Semmel,201803
1600,HIST 269J,History and Holocaust Testimony,11326,01,1,L,A,,T 1:30-3:20p,2067,C. Dean,201803
